Datetime,Close,Stoch,Std_Dev,Buy_Signal,Sell_Signal,Day_Trade
2024-01-03 13:00:00-05:00,240.875,80.13739635405753,0.6073760926602226,False,True,0
2024-01-03 13:05:00-05:00,240.5,61.32873375395276,0.5647999116176687,False,False,0
2024-01-03 13:10:00-05:00,240.75,73.72338976896192,0.5425366467955184,False,False,0
2024-01-03 13:15:00-05:00,240.39500427246094,56.12319005038355,0.42331874091461447,False,False,0
2024-01-03 13:20:00-05:00,240.09629821777344,41.31375486057525,0.384855759328928,False,False,0
2024-01-03 13:25:00-05:00,240.1658935546875,44.014967373885305,0.3695210666935358,False,False,0
2024-01-03 13:30:00-05:00,239.8563995361328,9.898886495987329,0.36433950452100006,True,False,0
2024-01-03 13:35:00-05:00,240.16000366210938,29.559893284198,0.3618010585721068,False,False,0
2024-01-03 13:40:00-05:00,239.88999938964844,12.578453388610583,0.37097181242897026,True,False,0
2024-01-03 13:45:00-05:00,240.69500732421875,63.20799984645208,0.38091543982771386,False,False,0
2024-01-03 13:50:00-05:00,240.6092987060547,57.81750830118424,0.37501993828883334,False,False,0
2024-01-03 13:55:00-05:00,240.75999450683594,67.29525345002975,0.328135861716267,False,False,0
2024-01-03 14:00:00-05:00,239.4739990234375,5.906675943202302,0.3750852960315227,True,False,0
2024-01-03 14:05:00-05:00,239.90589904785156,44.41366800666732,0.39061647579880815,False,False,0
2024-01-03 14:10:00-05:00,239.6219024658203,33.00813805275027,0.4248742052831222,False,False,0
2024-01-03 14:15:00-05:00,239.9376983642578,45.69075399548976,0.4272791425291012,False,False,0
2024-01-03 14:20:00-05:00,239.61500549316406,32.731150112756154,0.4533637906434167,False,False,0
2024-01-03 14:25:00-05:00,241.2530059814453,88.5559258545184,0.4995033236370083,False,True,0
2024-01-03 14:30:00-05:00,240.97000122070312,76.9505061928132,0.5209052671185704,False,False,0
2024-01-03 14:35:00-05:00,240.64999389648438,65.60269680917261,0.5060310941361391,False,False,0
2024-01-03 14:40:00-05:00,241.19500732421875,84.92946848401881,0.5293890068598047,False,True,0
2024-01-03 14:45:00-05:00,240.5435028076172,61.82640643684629,0.5302344938579346,False,False,0
2024-01-03 14:50:00-05:00,240.2100067138672,50.00027054666659,0.5212441562920171,False,False,0
2024-01-03 14:55:00-05:00,239.99000549316406,42.19878686874699,0.5252188687360541,False,False,0
2024-01-03 15:00:00-05:00,240.1999053955078,49.642066760095446,0.5238212622670855,False,False,0
2024-01-03 15:05:00-05:00,239.49000549316406,24.46824052680847,0.5529131111745891,False,False,0
2024-01-03 15:10:00-05:00,239.42999267578125,22.340120447375966,0.5766546368737849,False,False,0
2024-01-03 15:15:00-05:00,239.15460205078125,5.900852630107627,0.6248850042275358,True,False,0
2024-01-03 15:20:00-05:00,238.8699951171875,0.3621205336163955,0.6881940174260774,True,False,0
2024-01-03 15:25:00-05:00,239.25010681152344,18.560214777488216,0.7013357193887949,True,False,0
2024-01-03 15:30:00-05:00,239.47300720214844,26.220052540782028,0.7002208462437316,False,False,0
2024-01-03 15:35:00-05:00,239.1591033935547,15.432937092638523,0.7002341577470523,True,False,0
2024-01-04 09:40:00-05:00,238.60499572753906,20.43160653543746,0.8355597249486233,False,False,0
2024-01-04 09:45:00-05:00,238.97000122070312,37.9206077376425,0.8025492107882384,False,False,0
2024-01-04 09:50:00-05:00,240.33470153808594,79.6545078696985,0.7239976278869532,False,False,0
2024-01-04 09:55:00-05:00,239.69500732421875,60.092019243781,0.6780504525829567,False,False,0
2024-01-04 10:00:00-05:00,241.0200958251953,88.4435219898767,0.7507438457355701,False,True,0
2024-01-04 10:05:00-05:00,241.05499267578125,87.49984941996571,0.8273638325489883,False,True,0
2024-01-04 10:10:00-05:00,240.94740295410156,84.66854322851624,0.8774159139452825,False,True,0
2024-01-04 10:15:00-05:00,240.90069580078125,78.67744500397562,0.9309689072792603,False,False,0
2024-01-04 10:20:00-05:00,240.8300018310547,76.92325167543827,0.9709932521933636,False,False,0
2024-01-04 10:25:00-05:00,240.47500610351562,68.11442202112757,0.9804910917294274,False,False,0
2024-01-04 10:30:00-05:00,240.74009704589844,74.69236303055546,0.984881484204319,False,False,0
2024-01-04 10:35:00-05:00,241.2100067138672,86.35265609026543,1.023212014448948,False,True,0
2024-01-04 10:40:00-05:00,241.63999938964844,92.21694803021524,1.0876567053856443,False,True,0
2024-01-04 10:45:00-05:00,241.95989990234375,95.0540915870866,1.1502554742315874,False,True,0
2024-01-04 10:50:00-05:00,241.427001953125,83.07884856070088,1.1217626817804731,False,True,0
2024-01-04 10:55:00-05:00,241.14120483398438,70.7382700342142,1.0636388688832132,False,False,0
2024-01-04 11:00:00-05:00,241.58009338378906,80.1351105541857,0.994013438658194,False,True,0
2024-01-04 11:05:00-05:00,242.0312957763672,94.92500781168629,0.906064291029204,False,True,0
2024-01-04 11:10:00-05:00,242.4250030517578,89.42327443028763,0.9796547947936707,False,True,0
2024-01-04 11:15:00-05:00,241.98500061035156,72.50004401589267,0.9818409901992698,False,False,0
2024-01-04 11:20:00-05:00,241.92999267578125,70.38434677480882,0.8345791806295491,False,False,0
2024-01-04 11:25:00-05:00,241.7449951171875,63.2690310047948,0.6745549750678208,False,False,0
2024-01-04 11:30:00-05:00,241.61279296875,58.1843150833661,0.6427068575922452,False,False,0
2024-01-04 11:35:00-05:00,241.8347930908203,61.880239601470954,0.5258787190354408,False,False,0
2024-01-04 11:40:00-05:00,241.28579711914062,34.52789669252179,0.5184275888637083,False,False,0
2024-01-04 11:45:00-05:00,240.80499267578125,9.329780243849019,0.5310048379235586,True,False,0
2024-01-04 11:50:00-05:00,240.7100067138672,17.083529366885802,0.544725880023338,True,False,0
2024-01-04 11:55:00-05:00,240.53990173339844,9.99580382233638,0.568073791903446,True,False,0
2024-01-04 12:00:00-05:00,240.3000946044922,17.81151203198077,0.606865169631623,True,False,0
2024-01-04 12:15:00-05:00,240.6199951171875,28.767015912000627,0.630490952675033,False,False,0
2024-01-04 12:20:00-05:00,240.8101043701172,36.399467290677045,0.636806076769688,False,False,0
2024-01-04 12:25:00-05:00,241.1999969482422,58.92099631510301,0.617481057952256,False,False,0
2024-01-04 12:30:00-05:00,241.3800048828125,67.51094514550606,0.6168928999864953,False,False,0
2024-01-04 12:35:00-05:00,241.6999969482422,81.01274787535411,0.6240529660076479,False,True,0
2024-01-04 12:40:00-05:00,241.0301055908203,52.74723152201906,0.6224117317210774,False,False,0
2024-01-04 12:45:00-05:00,240.6645965576172,42.32532671387895,0.6076637286474578,False,False,0
2024-01-04 12:50:00-05:00,241.09500122070312,62.918887347594364,0.533361771042332,False,False,0
2024-01-04 12:55:00-05:00,241.01669311523438,59.17208147769585,0.49326347507502283,False,False,0
2024-01-04 13:00:00-05:00,241.12139892578125,64.18193765058042,0.45059609081650054,False,False,0
2024-01-04 13:05:00-05:00,241.08999633789062,62.67941885084325,0.418750458998105,False,False,0
2024-01-04 13:10:00-05:00,240.6750030517578,33.61110169204164,0.39848667599096926,False,False,0
2024-01-04 13:15:00-05:00,240.8249969482422,38.529409124772236,0.34060813907313725,False,False,0
2024-01-04 13:20:00-05:00,240.80999755859375,37.64709050273312,0.3288179303469689,False,False,0
2024-01-04 13:25:00-05:00,241.1699981689453,53.947236332242454,0.3346067974270195,False,False,0
2024-01-04 13:30:00-05:00,241.59010314941406,81.58592165759833,0.3652367753194757,False,True,0
2024-01-04 13:35:00-05:00,241.36500549316406,66.77675828698777,0.36418380063430983,False,False,0
2024-01-04 13:40:00-05:00,241.24000549316406,58.553014636496876,0.3306699146461635,False,False,0
2024-01-04 13:45:00-05:00,241.22999572753906,57.89447266448491,0.309296093413975,False,False,0
2024-01-04 13:50:00-05:00,240.7825927734375,29.833626232544436,0.3026790209000562,False,False,0
2024-01-04 13:55:00-05:00,240.74000549316406,26.896566239068896,0.29434691159239873,False,False,0
2024-01-04 14:00:00-05:00,240.42999267578125,5.516326938659539,0.3233179665002598,True,False,0
2024-01-04 14:05:00-05:00,239.88999938964844,1.0364865399059178,0.41319181604623456,True,False,0
2024-01-04 14:10:00-05:00,239.98500061035156,15.9722516565648,0.4594496698642225,True,False,0
2024-01-04 14:15:00-05:00,239.60000610351562,0.9010928586157124,0.5096375598451302,True,False,0
2024-01-04 15:00:00-05:00,239.59500122070312,37.967101847513646,0.8824991456822072,False,False,0
2024-01-04 15:05:00-05:00,240.1136016845703,59.485760595661695,0.8457555601352638,False,False,0
2024-01-04 15:10:00-05:00,239.76499938964844,55.357295778156654,0.7647768011520129,False,False,0
2024-01-04 15:15:00-05:00,239.5749969482422,57.74550824513906,0.6921346056900726,False,False,0
2024-01-04 15:20:00-05:00,239.7545928955078,69.33300516859464,0.6116815225662124,False,False,0
2024-01-04 15:25:00-05:00,239.860107421875,76.14078267290179,0.5101344729723838,False,False,0
2024-01-04 15:30:00-05:00,240.02999877929688,85.98724876569607,0.45215229761735204,False,True,0
2024-01-04 15:35:00-05:00,239.70989990234375,65.59888037942697,0.3780252130062982,False,False,0
2024-01-04 15:40:00-05:00,239.2899932861328,38.8533608055048,0.33478976199422167,False,False,0
2024-01-04 15:45:00-05:00,238.74009704589844,14.20979166486046,0.37420530290879234,True,False,0
2024-01-04 15:50:00-05:00,238.1199951171875,5.333116319444445,0.4712746721597365,True,False,0
2024-01-04 15:55:00-05:00,237.9600067138672,6.530769853577723,0.57112372447473,True,False,0
2024-01-05 09:30:00-05:00,236.72000122070312,24.249012763672322,0.8187298841242829,False,False,0
2024-01-05 09:35:00-05:00,236.29469299316406,15.12223393735388,1.0474031325800952,True,False,0
2024-01-05 09:50:00-05:00,238.2279052734375,62.203125401085536,1.3130767541909092,False,False,0
2024-01-05 09:55:00-05:00,237.85809326171875,55.29062122979599,1.325998053201228,False,False,0
2024-01-05 10:00:00-05:00,239.1356964111328,79.17150346110077,1.3114501835014023,False,False,0
2024-01-05 10:05:00-05:00,238.84800720214844,73.79403384377558,1.2909430887924702,False,False,0
2024-01-05 10:10:00-05:00,238.64500427246094,70.65994115174443,1.271975794243885,False,False,0
2024-01-05 10:15:00-05:00,238.60000610351562,74.14790623146126,1.2218550953262297,False,False,0
2024-01-05 10:20:00-05:00,239.30499267578125,95.76061753007872,1.2016343303039254,False,True,0
2024-01-05 10:25:00-05:00,239.1967010498047,89.88906801168378,1.1868991293883342,False,True,0
2024-01-05 10:30:00-05:00,239.59979248046875,95.91398854010961,1.1787123595090823,False,True,0
2024-01-05 10:35:00-05:00,239.42999267578125,89.3487348801093,1.1560040616601965,False,True,0
2024-01-05 10:40:00-05:00,239.41310119628906,89.01556306638456,1.1196593562229926,False,True,0
2024-01-05 10:45:00-05:00,239.81419372558594,94.1487728940406,1.1261461565700523,False,True,0
2024-01-05 10:50:00-05:00,239.3699951171875,83.03912057256692,1.1294701653407655,False,True,0
2024-01-05 10:55:00-05:00,239.2050018310547,65.99514370326665,1.14066392617612,False,False,0
2024-01-05 11:00:00-05:00,239.17999267578125,65.0652990366832,1.1483940324963766,False,False,0
2024-01-05 11:05:00-05:00,239.15989685058594,57.621636918598774,1.1490562321526758,False,False,0
2024-01-05 11:10:00-05:00,239.19500732421875,53.05701890300589,1.0689150065354875,False,False,0
2024-01-05 11:15:00-05:00,238.55999755859375,20.816547877285405,0.9084118968975597,False,False,0
2024-01-05 11:20:00-05:00,238.33799743652344,9.545243259993802,0.5582249569335812,True,False,0
2024-01-05 11:25:00-05:00,238.44500732421875,14.97830802603037,0.5099586849534123,True,False,0
2024-01-05 11:30:00-05:00,238.64999389648438,23.442207260558174,0.48550333460646267,False,False,0
2024-01-05 11:35:00-05:00,238.79519653320312,31.006414791380173,0.4089441087358104,False,False,0
2024-01-05 11:40:00-05:00,237.94129943847656,3.597933619205186,0.4765195795977033,True,False,0
2024-01-05 11:45:00-05:00,237.7899932861328,6.426286176589564,0.546121163803788,True,False,0
2024-01-05 11:50:00-05:00,238.3000030517578,26.91195037938685,0.5609008086924755,False,False,0
2024-01-05 11:55:00-05:00,238.21499633789062,25.884640573623837,0.578587263452455,False,False,0
2024-01-05 12:00:00-05:00,237.2386016845703,0.7440185546875,0.6775814353306956,True,False,0
2024-01-05 12:05:00-05:00,236.6746063232422,2.391036425525255,0.8183398983044838,True,False,0
2024-01-05 12:10:00-05:00,237.0749969482422,16.506900902839593,0.8603294885056946,True,False,0
2024-01-05 12:15:00-05:00,236.73500061035156,5.609245546936899,0.922331906517018,True,False,0
2024-01-05 12:45:00-05:00,237.35000610351562,42.248481514995596,0.8397331326770058,False,False,0
2024-01-05 12:50:00-05:00,237.8300018310547,75.8454960931741,0.7625098743782612,False,False,0
2024-01-05 12:55:00-05:00,237.65989685058594,67.62789326256818,0.7297999479436811,False,False,0
2024-01-05 13:00:00-05:00,237.20309448242188,45.78126736046813,0.7110059060912282,False,False,0
2024-01-05 13:05:00-05:00,237.4029998779297,56.03237412762647,0.6766579203650626,False,False,0
2024-01-05 13:10:00-05:00,237.07000732421875,44.26295119693824,0.6207551869446191,False,False,0
2024-01-05 13:15:00-05:00,236.85000610351562,32.24103859719339,0.5344680677699201,False,False,0
2024-01-05 13:20:00-05:00,237.2899932861328,56.284029983907416,0.5118772256952367,False,False,0
2024-01-05 13:25:00-05:00,237.81419372558594,84.92883407959577,0.5132362956374749,False,True,0
2024-01-05 13:30:00-05:00,238.3000030517578,92.31226006020935,0.5132362956374749,False,True,0
2024-01-05 13:35:00-05:00,238.58999633789062,95.8845359271097,0.5552532081764706,False,True,0
2024-01-05 13:40:00-05:00,238.61599731445312,95.82180447048611,0.6308377741834915,False,True,0
2024-01-05 13:45:00-05:00,238.92320251464844,96.0549039735329,0.7017573514785502,False,True,0
2024-01-05 13:50:00-05:00,238.88340759277344,88.60740508887932,0.7638611573037486,False,True,0
2024-01-05 13:55:00-05:00,238.69000244140625,80.34221474496916,0.7795104263910202,False,True,0
2024-01-05 14:00:00-05:00,239.22999572753906,99.18821726758185,0.8269533370383831,False,True,0
2024-01-05 14:05:00-05:00,239.20880126953125,94.44077326957503,0.83965788818117,False,True,0
2024-01-05 14:10:00-05:00,238.9445037841797,83.05448025268957,0.8004777395557612,False,True,0
2024-01-05 14:15:00-05:00,238.4250030517578,62.84050157930985,0.7753841429278076,False,False,0
2024-01-05 14:20:00-05:00,238.5399932861328,67.31481701379818,0.7661031336666052,False,False,0
2024-01-05 14:25:00-05:00,238.2899932861328,57.42138139856472,0.7435197628839749,False,False,0
2024-01-05 14:30:00-05:00,238.1999969482422,43.9429085057338,0.738729602657601,False,False,0
2024-01-05 14:35:00-05:00,238.01019287109375,14.258698579765236,0.7291774417872856,True,False,0
2024-01-05 14:40:00-05:00,237.84500122070312,12.784366763767514,0.695209018882538,True,False,0
2024-01-05 14:45:00-05:00,237.85000610351562,13.068733527535025,0.6731731620418332,True,False,0
2024-01-05 14:50:00-05:00,237.24000549316406,3.6036841020001376,0.658013209240624,True,False,0
2024-01-05 15:25:00-05:00,236.9600067138672,12.381381425021434,0.781510954943416,True,False,0
2024-01-05 15:30:00-05:00,237.08200073242188,18.19060351968378,0.7749279590299596,True,False,0
2024-01-05 15:35:00-05:00,237.13499450683594,24.30142357855255,0.7677405327256355,False,False,0
2024-01-05 15:40:00-05:00,237.2989959716797,34.228515625,0.697419694525225,False,False,0
2024-01-05 15:45:00-05:00,237.65499877929688,70.74055654768632,0.6015474450439949,False,False,0
2024-01-05 15:50:00-05:00,237.5800018310547,65.1852521644777,0.516124284592096,False,False,0
2024-01-05 15:55:00-05:00,237.43099975585938,58.951578170183964,0.4750128860363121,False,False,0
2024-01-08 09:30:00-05:00,237.47000122070312,79.19729573197897,0.40901268531730706,False,False,0
2024-01-08 09:35:00-05:00,236.53500366210938,45.07317562149158,0.40988039329957626,False,False,0
2024-01-08 09:40:00-05:00,236.39610290527344,40.003786866256796,0.416617159980125,False,False,0
2024-01-08 09:45:00-05:00,236.78579711914062,54.22625412100152,0.39333238051176594,False,False,0
2024-01-08 09:50:00-05:00,238.5050048828125,96.57682262929448,0.4688695389846705,False,True,0
2024-01-08 09:55:00-05:00,238.5457000732422,83.22313079541453,0.5363582328917447,False,True,0
2024-01-08 10:00:00-05:00,238.0301055908203,70.0027387612974,0.5610985052316072,False,False,0
2024-01-08 10:05:00-05:00,237.72450256347656,62.16675143784968,0.5647112927644958,False,False,0
2024-01-08 10:10:00-05:00,236.8800048828125,40.51293086583982,0.5608032542177813,False,False,0
2024-01-08 10:15:00-05:00,236.6199951171875,33.84600336476388,0.5839912144562615,False,False,0
2024-01-08 10:20:00-05:00,236.42999267578125,28.974138268320356,0.6174228416606318,False,False,0
2024-01-08 10:25:00-05:00,236.9499969482422,42.307602018858326,0.6218935478990818,False,False,0
2024-01-08 10:30:00-05:00,237.39999389648438,53.84600336476388,0.621357069583065,False,False,0
2024-01-08 10:35:00-05:00,236.35189819335938,26.9717125083141,0.6515082237020404,False,False,0
2024-01-08 10:40:00-05:00,236.52000427246094,21.63515165576506,0.6705369707194886,False,False,0
2024-01-08 10:45:00-05:00,236.94500732421875,34.06253625192972,0.6730294838412436,False,False,0
2024-01-08 10:50:00-05:00,237.2512969970703,39.668652358974114,0.6727547666197397,False,False,0
2024-01-08 10:55:00-05:00,236.64999389648438,21.052432669913692,0.6745371007242595,False,False,0
2024-01-08 11:00:00-05:00,237.89999389648438,59.75217426221531,0.6889133437222085,False,False,0
2024-01-08 11:05:00-05:00,237.87010192871094,71.70207865492026,0.7046187149007376,False,False,0
2024-01-08 11:10:00-05:00,237.82949829101562,75.58957436514532,0.7166728201414159,False,False,0
2024-01-08 11:15:00-05:00,237.94569396972656,84.07181351860268,0.716577689124179,False,True,0
2024-01-08 11:20:00-05:00,238.01199340820312,82.338536507331,0.703052508054468,False,True,0
2024-01-08 11:25:00-05:00,238.27499389648438,92.94341317549484,0.7180364005694222,False,True,0
2024-01-08 11:30:00-05:00,238.63999938964844,95.5719723417194,0.7292035350651326,False,True,0
2024-01-08 11:35:00-05:00,238.3699951171875,81.40289445363574,0.7161034597168098,False,True,0
2024-01-08 11:40:00-05:00,238.39540100097656,82.29436047352105,0.7365874316416063,False,True,0
2024-01-08 11:45:00-05:00,238.0657958984375,69.21768898998886,0.7472067875968458,False,False,0
2024-01-08 11:50:00-05:00,237.99929809570312,64.53944167102205,0.7429837142397434,False,False,0
2024-01-08 11:55:00-05:00,238.4510955810547,82.32679126041535,0.7389152733798489,False,True,0
2024-01-08 12:00:00-05:00,239.3800048828125,97.73488192942432,0.7835122676926537,False,True,0
2024-01-08 12:05:00-05:00,239.32969665527344,90.36327277207548,0.8331343049941433,False,True,0
2024-01-08 12:10:00-05:00,239.64999389648438,94.27292343059953,0.9131090594351823,False,True,0
2024-01-08 12:15:00-05:00,239.6699981689453,86.74694365290928,0.9008646351298468,False,True,0
2024-01-08 12:20:00-05:00,239.41200256347656,76.38569721481754,0.8551339668734274,False,False,0
2024-01-08 12:25:00-05:00,239.20950317382812,65.8533048590788,0.8149634705581154,False,False,0
2024-01-08 12:30:00-05:00,239.41990661621094,74.94199688892404,0.795985180110558,False,False,0
2024-01-08 12:35:00-05:00,239.39010620117188,73.65472329879512,0.684507774078213,False,False,0
2024-01-08 12:40:00-05:00,239.33920288085938,71.45587808800654,0.6759180441962979,False,False,0
2024-01-08 12:45:00-05:00,239.227294921875,66.62184608083524,0.6524791059085262,False,False,0
2024-01-08 12:50:00-05:00,239.45150756835938,76.30704737799573,0.6256799390603854,False,False,0
2024-01-08 12:55:00-05:00,239.5,78.40175063935247,0.5992761772607554,False,False,0
2024-01-08 13:00:00-05:00,239.46499633789062,76.88971499380422,0.5655004701082408,False,False,0
2024-01-08 13:05:00-05:00,239.75,84.27669334561716,0.5577016517892646,False,True,0
2024-01-08 13:10:00-05:00,239.39259338378906,51.79291553133515,0.5499553568977065,False,False,0
2024-01-08 13:15:00-05:00,239.27999877929688,42.85679685134726,0.5193938785001674,False,False,0
2024-01-08 13:20:00-05:00,239.49110412597656,59.61126248864669,0.48813527938110574,False,False,0
2024-01-08 13:25:00-05:00,238.92999267578125,16.813179393693876,0.41044576275364125,True,False,0
2024-01-08 13:30:00-05:00,238.97999572753906,25.833195580026196,0.2891915097384121,False,False,0
2024-01-08 13:35:00-05:00,239.35000610351562,56.66747199369302,0.20076585058298965,False,False,0
2024-01-08 13:40:00-05:00,239.44000244140625,64.1671858906705,0.20119962493918137,False,False,0
2024-01-08 13:45:00-05:00,239.85499572753906,89.09743813315283,0.22645388224394686,False,True,0
2024-01-08 13:50:00-05:00,239.8697052001953,90.20341199821026,0.2433963268681355,False,True,0
2024-01-08 13:55:00-05:00,239.99009704589844,94.97118392886547,0.2697219454961333,False,True,0
2024-01-08 14:00:00-05:00,239.83999633789062,74.05543751207263,0.2842110023702218,False,False,0
2024-01-08 14:05:00-05:00,239.92999267578125,79.75178674908248,0.2963834841722194,False,False,0
2024-01-08 14:10:00-05:00,239.91000366210938,78.48657523662352,0.309840054782838,False,False,0
2024-01-08 14:15:00-05:00,239.5072021484375,52.99111454510334,0.308377562242199,False,False,0
2024-01-08 14:20:00-05:00,239.5092010498047,53.11763569634924,0.30531640823197725,False,False,0
2024-01-08 14:25:00-05:00,239.79989624023438,71.51728800463589,0.3019263688402416,False,False,0
2024-01-08 14:30:00-05:00,240.0198974609375,85.44234112420321,0.3173298218332517,False,True,0
2024-01-08 14:35:00-05:00,240.33009338378906,95.40746976752344,0.3567136751281466,False,True,0
2024-01-08 14:40:00-05:00,240.4355926513672,88.83024405699945,0.396593296573863,False,True,0
2024-01-08 14:45:00-05:00,240.69000244140625,90.56639987716167,0.4564444298500336,False,True,0
2024-01-08 14:50:00-05:00,240.57940673828125,83.40185244579214,0.48675084737140734,False,True,0
2024-01-08 14:55:00-05:00,240.7100067138672,91.13928940481134,0.5127146159260442,False,True,0
2024-01-08 15:00:00-05:00,240.6300048828125,86.07588824398583,0.5326376544504384,False,True,0
2024-01-08 15:05:00-05:00,240.43580627441406,73.78485132355355,0.4908136814093221,False,False,0
2024-01-08 15:10:00-05:00,240.42990112304688,73.41110799926604,0.4379155357914969,False,False,0
2024-01-08 15:15:00-05:00,240.96009826660156,89.42299153096566,0.4478101102895603,False,True,0
2024-01-08 15:20:00-05:00,240.8699951171875,84.65562758854541,0.44369942049268857,False,True,0
2024-01-08 15:25:00-05:00,240.73800659179688,77.67210547136756,0.4498709993844596,False,False,0
2024-01-08 15:30:00-05:00,240.8699951171875,83.13815252492991,0.4597790807612388,False,True,0
2024-01-08 15:35:00-05:00,240.94000244140625,85.23487183688518,0.473919528445476,False,True,0
2024-01-08 15:40:00-05:00,240.67999267578125,62.20398649541637,0.46280369525273235,False,False,0
2024-01-08 15:45:00-05:00,240.4499969482422,25.262211085947413,0.44949828562474126,False,False,0
2024-01-08 15:50:00-05:00,241.08999633789062,84.61493316900685,0.45577482905830113,False,True,0
2024-01-08 15:55:00-05:00,240.3800048828125,16.34608330765732,0.39509512888110354,True,False,0
2024-01-09 09:30:00-05:00,237.9550018310547,14.637366633856322,0.6659229281189739,True,False,0
2024-01-09 09:35:00-05:00,236.57000732421875,1.6807126760292481,1.0890284730138289,True,False,0
2024-01-09 09:40:00-05:00,236.2032928466797,3.6888957482185964,1.422003055850432,True,False,0
2024-01-09 10:50:00-05:00,233.7606964111328,39.739085389275154,2.656988623425524,False,False,0
2024-01-09 10:55:00-05:00,233.44000244140625,35.399264629285966,2.405634001078823,False,False,0
2024-01-09 11:00:00-05:00,234.22999572753906,55.37426356828415,1.942960862564436,False,False,0
2024-01-09 11:05:00-05:00,234.6999969482422,67.25825555868498,1.411915204823598,False,False,0
2024-01-09 11:10:00-05:00,234.5500030517578,85.08472472223946,1.1426075275355048,False,True,0
2024-01-09 11:15:00-05:00,234.90989685058594,88.30472506009616,1.01861641332731,False,True,0
2024-01-09 11:20:00-05:00,234.5261993408203,76.49864783653847,0.9046405102075038,False,False,0
2024-01-09 11:25:00-05:00,234.29519653320312,69.390869140625,0.8389812368550187,False,False,0
2024-01-09 11:30:00-05:00,234.76229858398438,83.76323993389423,0.8103478898352531,False,True,0
2024-01-09 11:35:00-05:00,234.17999267578125,64.07760757705944,0.7113664460740863,False,False,0
